image_id,chemical_state_id,split,dose_ppm_min,base_strip_r,base_strip_g,base_strip_b,lighting_condition,lighting_factor,tint_r,tint_g,tint_b,noise_sigma,blur_ksize,rotation_deg,temperature_c,humidity_pct,strip_age_days,image_path
img_train_0100_var10,CHEM-TR-0100,train,1416.26,74,56,39,mild_angle_shift,1.029,1.039,0.964,0.964,1.0,0,2.85,26.3,34.5,17.2,synthetic_wristband_dataset\train\img_train_0100_var10.png
img_train_0101_var01,CHEM-TR-0101,train,639.14,134,115,91,neutral_daylight,0.985,1.016,1.014,1.013,0.51,0,0.24,31.3,72.4,28.6,synthetic_wristband_dataset\train\img_train_0101_var01.png
img_train_0101_var02,CHEM-TR-0101,train,639.14,134,115,91,warm_tungsten,0.911,1.196,0.943,0.837,0.96,0,1.3,20.7,43.7,30.4,synthetic_wristband_dataset\train\img_train_0101_var02.png
img_train_0101_var03,CHEM-TR-0101,train,639.14,134,115,91,cool_fluorescent,1.029,0.883,0.965,1.144,0.88,0,-1.47,31.8,55.3,24.7,synthetic_wristband_dataset\train\img_train_0101_var03.png
img_train_0101_var04,CHEM-TR-0101,train,639.14,134,115,91,bright_diffuse,1.217,1.011,1.034,1.034,0.2,0,0.42,21.0,47.2,34.7,synthetic_wristband_dataset\train\img_train_0101_var04.png
img_train_0101_var05,CHEM-TR-0101,train,639.14,134,115,91,dim_underexposed,0.7,0.947,0.947,0.935,2.1,0,-1.09,33.0,52.9,28.3,synthetic_wristband_dataset\train\img_train_0101_var05.png
img_train_0101_var06,CHEM-TR-0101,train,639.14,134,115,91,mild_camera_blur,1.024,1.001,1.012,1.002,1.03,3,0.23,32.9,58.7,34.5,synthetic_wristband_dataset\train\img_train_0101_var06.png
img_train_0101_var07,CHEM-TR-0101,train,639.14,134,115,91,warm_dim_light,0.828,1.141,0.998,0.861,1.77,0,1.84,32.9,33.6,17.4,synthetic_wristband_dataset\train\img_train_0101_var07.png
img_train_0101_var08,CHEM-TR-0101,train,639.14,134,115,91,cool_bright_light,1.138,0.901,0.969,1.094,0.6,0,-2.27,27.1,78.8,37.8,synthetic_wristband_dataset\train\img_train_0101_var08.png
img_train_0101_var09,CHEM-TR-0101,train,639.14,134,115,91,high_sensor_noise,0.913,0.982,1.01,1.016,2.91,0,0.02,27.2,79.7,19.9,synthetic_wristband_dataset\train\img_train_0101_var09.png
img_train_0101_var10,CHEM-TR-0101,train,639.14,134,115,91,mild_angle_shift,1.003,1.022,0.997,0.953,0.8,0,2.78,34.8,79.3,31.5,synthetic_wristband_dataset\train\img_train_0101_var10.png
img_train_0102_var01,CHEM-TR-0102,train,1596.04,67,49,34,neutral_daylight,1.022,1.005,1.013,0.994,0.45,0,0.14,21.5,45.5,20.4,synthetic_wristband_dataset\train\img_train_0102_var01.png
img_train_0102_var02,CHEM-TR-0102,train,1596.04,67,49,34,warm_tungsten,0.895,1.19,0.941,0.831,0.82,0,1.3,30.3,76.6,5.0,synthetic_wristband_dataset\train\img_train_0102_var02.png
img_train_0102_var03,CHEM-TR-0102,train,1596.04,67,49,34,cool_fluorescent,1.021,0.893,0.975,1.127,0.93,0,-1.56,22.5,32.9,11.9,synthetic_wristband_dataset\train\img_train_0102_var03.png
img_train_0102_var04,CHEM-TR-0102,train,1596.04,67,49,34,bright_diffuse,1.211,1.018,1.007,1.02,0.41,0,0.74,23.6,73.1,38.4,synthetic_wristband_dataset\train\img_train_0102_var04.png
img_train_0102_var05,CHEM-TR-0102,train,1596.04,67,49,34,dim_underexposed,0.747,0.932,0.953,0.942,2.23,0,-0.82,30.7,30.1,17.4,synthetic_wristband_dataset\train\img_train_0102_var05.png
img_train_0102_var06,CHEM-TR-0102,train,1596.04,67,49,34,mild_camera_blur,0.971,0.988,1.009,1.02,1.19,3,0.13,29.3,34.7,9.6,synthetic_wristband_dataset\train\img_train_0102_var06.png
img_train_0102_var07,CHEM-TR-0102,train,1596.04,67,49,34,warm_dim_light,0.805,1.155,0.973,0.868,1.98,0,2.07,29.7,43.2,34.9,synthetic_wristband_dataset\train\img_train_0102_var07.png
img_train_0102_var08,CHEM-TR-0102,train,1596.04,67,49,34,cool_bright_light,1.151,0.901,0.976,1.08,0.77,0,-1.91,21.9,45.5,20.2,synthetic_wristband_dataset\train\img_train_0102_var08.png
img_train_0102_var09,CHEM-TR-0102,train,1596.04,67,49,34,high_sensor_noise,0.891,1.007,0.998,1.013,2.81,0,0.25,27.0,57.8,28.0,synthetic_wristband_dataset\train\img_train_0102_var09.png
img_train_0102_var10,CHEM-TR-0102,train,1596.04,67,49,34,mild_angle_shift,1.01,1.039,0.968,0.954,1.07,0,3.02,24.8,43.8,11.9,synthetic_wristband_dataset\train\img_train_0102_var10.png
img_train_0103_var01,CHEM-TR-0103,train,535.77,146,129,105,neutral_daylight,1.023,1.006,1.003,0.994,0.63,0,0.23,32.8,54.0,8.2,synthetic_wristband_dataset\train\img_train_0103_var01.png
img_train_0103_var02,CHEM-TR-0103,train,535.77,146,129,105,warm_tungsten,0.919,1.197,0.969,0.829,1.02,0,1.09,21.4,63.7,31.2,synthetic_wristband_dataset\train\img_train_0103_var02.png
img_train_0103_var03,CHEM-TR-0103,train,535.77,146,129,105,cool_fluorescent,1.072,0.899,0.986,1.149,0.79,0,-1.2,21.8,31.0,11.4,synthetic_wristband_dataset\train\img_train_0103_var03.png
img_train_0103_var04,CHEM-TR-0103,train,535.77,146,129,105,bright_diffuse,1.204,1.039,1.027,1.02,0.48,0,0.61,31.9,72.8,36.4,synthetic_wristband_dataset\train\img_train_0103_var04.png
img_train_0103_var05,CHEM-TR-0103,train,535.77,146,129,105,dim_underexposed,0.703,0.932,0.948,0.957,2.29,0,-1.06,19.8,54.9,30.7,synthetic_wristband_dataset\train\img_train_0103_var05.png
img_train_0103_var06,CHEM-TR-0103,train,535.77,146,129,105,mild_camera_blur,1.025,0.991,0.986,0.981,1.36,3,0.18,31.5,54.5,21.9,synthetic_wristband_dataset\train\img_train_0103_var06.png
img_train_0103_var07,CHEM-TR-0103,train,535.77,146,129,105,warm_dim_light,0.773,1.149,0.981,0.866,1.73,0,2.09,31.9,38.1,8.3,synthetic_wristband_dataset\train\img_train_0103_var07.png
img_train_0103_var08,CHEM-TR-0103,train,535.77,146,129,105,cool_bright_light,1.136,0.933,0.994,1.095,0.71,0,-2.27,28.0,31.8,28.1,synthetic_wristband_dataset\train\img_train_0103_var08.png
img_train_0103_var09,CHEM-TR-0103,train,535.77,146,129,105,high_sensor_noise,0.912,0.985,0.999,1.005,3.06,0,0.4,33.6,38.9,30.7,synthetic_wristband_dataset\train\img_train_0103_var09.png
img_train_0103_var10,CHEM-TR-0103,train,535.77,146,129,105,mild_angle_shift,0.998,1.051,0.983,0.953,0.93,0,2.9,26.1,35.5,33.8,synthetic_wristband_dataset\train\img_train_0103_var10.png
img_train_0104_var01,CHEM-TR-0104,train,574.07,141,123,99,neutral_daylight,0.983,1.003,1.017,0.987,0.6,0,-0.02,26.4,31.7,7.8,synthetic_wristband_dataset\train\img_train_0104_var01.png
img_train_0104_var02,CHEM-TR-0104,train,574.07,141,123,99,warm_tungsten,0.936,1.184,0.975,0.84,1.08,0,0.91,27.7,42.2,34.2,synthetic_wristband_dataset\train\img_train_0104_var02.png
img_train_0104_var03,CHEM-TR-0104,train,574.07,141,123,99,cool_fluorescent,1.04,0.894,0.986,1.15,0.75,0,-1.56,29.6,56.2,34.1,synthetic_wristband_dataset\train\img_train_0104_var03.png
img_train_0104_var04,CHEM-TR-0104,train,574.07,141,123,99,bright_diffuse,1.229,1.019,1.033,1.039,0.19,0,0.69,31.6,78.4,35.4,synthetic_wristband_dataset\train\img_train_0104_var04.png
img_train_0104_var05,CHEM-TR-0104,train,574.07,141,123,99,dim_underexposed,0.711,0.941,0.967,0.939,2.19,0,-0.69,31.4,42.3,27.0,synthetic_wristband_dataset\train\img_train_0104_var05.png
img_train_0104_var06,CHEM-TR-0104,train,574.07,141,123,99,mild_camera_blur,1.029,0.984,0.981,1.004,1.32,3,-0.02,20.8,66.7,13.5,synthetic_wristband_dataset\train\img_train_0104_var06.png
img_train_0104_var07,CHEM-TR-0104,train,574.07,141,123,99,warm_dim_light,0.775,1.135,0.99,0.839,1.67,0,1.96,33.5,34.9,13.4,synthetic_wristband_dataset\train\img_train_0104_var07.png
img_train_0104_var08,CHEM-TR-0104,train,574.07,141,123,99,cool_bright_light,1.154,0.922,0.975,1.114,0.54,0,-2.03,21.5,71.6,4.7,synthetic_wristband_dataset\train\img_train_0104_var08.png
img_train_0104_var09,CHEM-TR-0104,train,574.07,141,123,99,high_sensor_noise,0.924,0.98,1.011,1.013,3.02,0,0.54,26.9,71.4,20.0,synthetic_wristband_dataset\train\img_train_0104_var09.png
img_train_0104_var10,CHEM-TR-0104,train,574.07,141,123,99,mild_angle_shift,1.046,1.025,0.976,0.945,0.88,0,2.7,34.5,76.9,26.1,synthetic_wristband_dataset\train\img_train_0104_var10.png
img_train_0105_var01,CHEM-TR-0105,train,1591.14,67,49,34,neutral_daylight,0.983,1.003,1.003,1.013,0.44,0,0.0,20.9,37.6,28.7,synthetic_wristband_dataset\train\img_train_0105_var01.png
img_train_0105_var02,CHEM-TR-0105,train,1591.14,67,49,34,warm_tungsten,0.929,1.197,0.943,0.816,0.88,0,1.29,26.0,71.2,30.9,synthetic_wristband_dataset\train\img_train_0105_var02.png
img_train_0105_var03,CHEM-TR-0105,train,1591.14,67,49,34,cool_fluorescent,1.028,0.874,0.962,1.126,0.94,0,-1.57,31.4,38.1,24.4,synthetic_wristband_dataset\train\img_train_0105_var03.png
img_train_0105_var04,CHEM-TR-0105,train,1591.14,67,49,34,bright_diffuse,1.208,1.017,1.03,1.027,0.12,0,0.67,30.0,75.6,7.7,synthetic_wristband_dataset\train\img_train_0105_var04.png
img_train_0105_var05,CHEM-TR-0105,train,1591.14,67,49,34,dim_underexposed,0.696,0.948,0.96,0.957,2.29,0,-0.92,25.5,33.6,20.5,synthetic_wristband_dataset\train\img_train_0105_var05.png
img_train_0105_var06,CHEM-TR-0105,train,1591.14,67,49,34,mild_camera_blur,1.008,1.006,0.991,1.006,1.16,3,-0.29,24.0,38.4,5.8,synthetic_wristband_dataset\train\img_train_0105_var06.png
img_train_0105_var07,CHEM-TR-0105,train,1591.14,67,49,34,warm_dim_light,0.8,1.149,0.992,0.841,1.64,0,2.03,30.8,69.9,22.7,synthetic_wristband_dataset\train\img_train_0105_var07.png
img_train_0105_var08,CHEM-TR-0105,train,1591.14,67,49,34,cool_bright_light,1.128,0.924,0.997,1.085,0.58,0,-2.0,32.7,51.8,10.7,synthetic_wristband_dataset\train\img_train_0105_var08.png
img_train_0105_var09,CHEM-TR-0105,train,1591.14,67,49,34,high_sensor_noise,0.922,0.99,0.983,0.986,2.8,0,0.19,31.6,70.3,20.9,synthetic_wristband_dataset\train\img_train_0105_var09.png
img_train_0105_var10,CHEM-TR-0105,train,1591.14,67,49,34,mild_angle_shift,0.992,1.053,0.963,0.959,1.04,0,2.71,24.2,50.4,28.8,synthetic_wristband_dataset\train\img_train_0105_var10.png
img_train_0106_var01,CHEM-TR-0106,train,640.5,133,115,91,neutral_daylight,0.99,1.005,1.013,0.993,0.61,0,0.24,23.9,40.1,12.2,synthetic_wristband_dataset\train\img_train_0106_var01.png
img_train_0106_var02,CHEM-TR-0106,train,640.5,133,115,91,warm_tungsten,0.9,1.192,0.967,0.808,1.18,0,1.0,29.1,36.5,14.9,synthetic_wristband_dataset\train\img_train_0106_var02.png
img_train_0106_var03,CHEM-TR-0106,train,640.5,133,115,91,cool_fluorescent,1.043,0.896,0.973,1.15,0.8,0,-1.46,24.4,69.3,31.1,synthetic_wristband_dataset\train\img_train_0106_var03.png
img_train_0106_var04,CHEM-TR-0106,train,640.5,133,115,91,bright_diffuse,1.232,1.009,1.005,1.04,0.18,0,0.33,21.0,43.7,27.2,synthetic_wristband_dataset\train\img_train_0106_var04.png
img_train_0106_var05,CHEM-TR-0106,train,640.5,133,115,91,dim_underexposed,0.723,0.958,0.948,0.952,2.06,0,-0.84,21.5,31.0,18.9,synthetic_wristband_dataset\train\img_train_0106_var05.png
img_train_0106_var06,CHEM-TR-0106,train,640.5,133,115,91,mild_camera_blur,0.998,1.0,0.997,0.985,1.38,3,-0.28,23.1,59.4,35.9,synthetic_wristband_dataset\train\img_train_0106_var06.png
img_train_0106_var07,CHEM-TR-0106,train,640.5,133,115,91,warm_dim_light,0.827,1.166,0.979,0.851,1.62,0,2.06,30.6,79.8,27.2,synthetic_wristband_dataset\train\img_train_0106_var07.png
img_train_0106_var08,CHEM-TR-0106,train,640.5,133,115,91,cool_bright_light,1.159,0.914,0.984,1.103,0.52,0,-1.99,22.0,36.8,31.9,synthetic_wristband_dataset\train\img_train_0106_var08.png
img_train_0106_var09,CHEM-TR-0106,train,640.5,133,115,91,high_sensor_noise,0.928,0.988,0.999,0.993,3.05,0,0.51,25.7,65.6,32.1,synthetic_wristband_dataset\train\img_train_0106_var09.png
img_train_0106_var10,CHEM-TR-0106,train,640.5,133,115,91,mild_angle_shift,1.029,1.045,0.978,0.944,0.94,0,3.03,19.9,58.2,23.0,synthetic_wristband_dataset\train\img_train_0106_var10.png
img_train_0107_var01,CHEM-TR-0107,train,937.01,104,85,64,neutral_daylight,0.992,1.018,0.993,0.997,0.39,0,-0.16,34.4,77.2,18.7,synthetic_wristband_dataset\train\img_train_0107_var01.png
img_train_0107_var02,CHEM-TR-0107,train,937.01,104,85,64,warm_tungsten,0.91,1.165,0.957,0.816,0.97,0,1.25,31.7,77.3,14.7,synthetic_wristband_dataset\train\img_train_0107_var02.png
img_train_0107_var03,CHEM-TR-0107,train,937.01,104,85,64,cool_fluorescent,1.074,0.898,0.963,1.153,0.78,0,-1.73,20.9,35.2,5.8,synthetic_wristband_dataset\train\img_train_0107_var03.png
img_train_0107_var04,CHEM-TR-0107,train,937.01,104,85,64,bright_diffuse,1.222,1.034,1.007,1.007,0.17,0,0.71,29.8,39.8,12.9,synthetic_wristband_dataset\train\img_train_0107_var04.png
img_train_0107_var05,CHEM-TR-0107,train,937.01,104,85,64,dim_underexposed,0.716,0.935,0.951,0.959,2.16,0,-0.62,32.4,47.1,10.5,synthetic_wristband_dataset\train\img_train_0107_var05.png
img_train_0107_var06,CHEM-TR-0107,train,937.01,104,85,64,mild_camera_blur,1.03,0.995,1.014,1.006,1.07,3,-0.18,32.6,78.2,16.1,synthetic_wristband_dataset\train\img_train_0107_var06.png
img_train_0107_var07,CHEM-TR-0107,train,937.01,104,85,64,warm_dim_light,0.81,1.133,0.996,0.853,1.63,0,2.09,28.2,42.9,5.2,synthetic_wristband_dataset\train\img_train_0107_var07.png
img_train_0107_var08,CHEM-TR-0107,train,937.01,104,85,64,cool_bright_light,1.134,0.939,0.963,1.101,0.79,0,-2.45,28.3,64.1,29.4,synthetic_wristband_dataset\train\img_train_0107_var08.png
img_train_0107_var09,CHEM-TR-0107,train,937.01,104,85,64,high_sensor_noise,0.899,1.013,1.014,0.999,2.98,0,0.26,23.8,38.1,20.8,synthetic_wristband_dataset\train\img_train_0107_var09.png
img_train_0107_var10,CHEM-TR-0107,train,937.01,104,85,64,mild_angle_shift,0.996,1.04,0.987,0.978,0.85,0,2.54,22.6,35.3,36.3,synthetic_wristband_dataset\train\img_train_0107_var10.png
img_train_0108_var01,CHEM-TR-0108,train,1253.38,83,64,45,neutral_daylight,0.995,0.985,1.001,1.018,0.59,0,-0.1,24.3,32.9,31.8,synthetic_wristband_dataset\train\img_train_0108_var01.png
img_train_0108_var02,CHEM-TR-0108,train,1253.38,83,64,45,warm_tungsten,0.897,1.192,0.971,0.832,1.07,0,0.91,32.2,72.9,38.8,synthetic_wristband_dataset\train\img_train_0108_var02.png
img_train_0108_var03,CHEM-TR-0108,train,1253.38,83,64,45,cool_fluorescent,1.059,0.87,0.978,1.122,0.76,0,-1.52,24.7,39.8,30.8,synthetic_wristband_dataset\train\img_train_0108_var03.png
img_train_0108_var04,CHEM-TR-0108,train,1253.38,83,64,45,bright_diffuse,1.194,1.001,1.01,1.025,0.27,0,0.74,33.1,40.6,37.7,synthetic_wristband_dataset\train\img_train_0108_var04.png
img_train_0108_var05,CHEM-TR-0108,train,1253.38,83,64,45,dim_underexposed,0.702,0.931,0.967,0.946,2.19,0,-0.97,33.3,40.7,17.2,synthetic_wristband_dataset\train\img_train_0108_var05.png
img_train_0108_var06,CHEM-TR-0108,train,1253.38,83,64,45,mild_camera_blur,1.018,0.988,1.008,0.982,1.3,3,-0.06,34.1,38.4,10.7,synthetic_wristband_dataset\train\img_train_0108_var06.png
img_train_0108_var07,CHEM-TR-0108,train,1253.38,83,64,45,warm_dim_light,0.809,1.163,0.988,0.844,1.61,0,2.23,22.3,47.9,19.8,synthetic_wristband_dataset\train\img_train_0108_var07.png
img_train_0108_var08,CHEM-TR-0108,train,1253.38,83,64,45,cool_bright_light,1.146,0.924,0.998,1.095,0.66,0,-1.95,28.7,71.6,38.0,synthetic_wristband_dataset\train\img_train_0108_var08.png
img_train_0108_var09,CHEM-TR-0108,train,1253.38,83,64,45,high_sensor_noise,0.904,1.01,0.985,1.007,2.9,0,0.42,19.2,41.7,30.7,synthetic_wristband_dataset\train\img_train_0108_var09.png
img_train_0108_var10,CHEM-TR-0108,train,1253.38,83,64,45,mild_angle_shift,1.031,1.034,0.996,0.978,0.85,0,2.7,22.0,75.4,33.1,synthetic_wristband_dataset\train\img_train_0108_var10.png
img_train_0109_var01,CHEM-TR-0109,train,747.15,122,103,80,neutral_daylight,0.984,1.011,0.986,0.995,0.37,0,-0.16,24.4,44.0,30.7,synthetic_wristband_dataset\train\img_train_0109_var01.png
img_train_0109_var02,CHEM-TR-0109,train,747.15,122,103,80,warm_tungsten,0.915,1.19,0.952,0.804,1.2,0,0.91,19.6,53.2,7.2,synthetic_wristband_dataset\train\img_train_0109_var02.png
img_train_0109_var03,CHEM-TR-0109,train,747.15,122,103,80,cool_fluorescent,1.024,0.884,0.972,1.12,0.87,0,-1.75,29.3,57.4,19.8,synthetic_wristband_dataset\train\img_train_0109_var03.png
img_train_0109_var04,CHEM-TR-0109,train,747.15,122,103,80,bright_diffuse,1.192,1.036,1.04,1.007,0.11,0,0.52,24.0,31.1,14.1,synthetic_wristband_dataset\train\img_train_0109_var04.png
img_train_0109_var05,CHEM-TR-0109,train,747.15,122,103,80,dim_underexposed,0.75,0.942,0.93,0.943,2.34,0,-0.97,27.6,47.1,24.8,synthetic_wristband_dataset\train\img_train_0109_var05.png
img_train_0109_var06,CHEM-TR-0109,train,747.15,122,103,80,mild_camera_blur,0.986,0.984,1.003,0.993,1.16,3,-0.28,19.7,33.0,22.3,synthetic_wristband_dataset\train\img_train_0109_var06.png
img_train_0109_var07,CHEM-TR-0109,train,747.15,122,103,80,warm_dim_light,0.816,1.147,0.98,0.856,1.75,0,1.82,22.9,37.2,8.8,synthetic_wristband_dataset\train\img_train_0109_var07.png
img_train_0109_var08,CHEM-TR-0109,train,747.15,122,103,80,cool_bright_light,1.178,0.928,0.975,1.091,0.63,0,-2.19,27.6,53.8,9.7,synthetic_wristband_dataset\train\img_train_0109_var08.png
img_train_0109_var09,CHEM-TR-0109,train,747.15,122,103,80,high_sensor_noise,0.87,0.995,0.99,1.006,2.83,0,0.24,23.2,48.5,26.1,synthetic_wristband_dataset\train\img_train_0109_var09.png
img_train_0109_var10,CHEM-TR-0109,train,747.15,122,103,80,mild_angle_shift,1.009,1.044,0.983,0.951,0.92,0,3.08,19.5,32.3,20.9,synthetic_wristband_dataset\train\img_train_0109_var10.png
img_train_0110_var01,CHEM-TR-0110,train,510.15,150,132,108,neutral_daylight,0.999,1.02,0.989,0.995,0.58,0,-0.05,20.3,38.8,19.1,synthetic_wristband_dataset\train\img_train_0110_var01.png
img_train_0110_var02,CHEM-TR-0110,train,510.15,150,132,108,warm_tungsten,0.912,1.177,0.974,0.81,1.08,0,1.24,26.8,55.8,37.6,synthetic_wristband_dataset\train\img_train_0110_var02.png
img_train_0110_var03,CHEM-TR-0110,train,510.15,150,132,108,cool_fluorescent,1.033,0.867,0.998,1.155,0.63,0,-1.37,31.9,55.6,21.1,synthetic_wristband_dataset\train\img_train_0110_var03.png
img_train_0110_var04,CHEM-TR-0110,train,510.15,150,132,108,bright_diffuse,1.249,1.033,1.019,1.02,0.41,0,0.61,31.3,75.6,15.7,synthetic_wristband_dataset\train\img_train_0110_var04.png
img_train_0110_var05,CHEM-TR-0110,train,510.15,150,132,108,dim_underexposed,0.749,0.953,0.943,0.963,2.33,0,-0.6,26.1,58.4,12.4,synthetic_wristband_dataset\train\img_train_0110_var05.png
img_train_0110_var06,CHEM-TR-0110,train,510.15,150,132,108,mild_camera_blur,1.009,1.014,1.019,1.006,1.15,3,-0.21,21.8,34.1,34.9,synthetic_wristband_dataset\train\img_train_0110_var06.png
img_train_0110_var07,CHEM-TR-0110,train,510.15,150,132,108,warm_dim_light,0.785,1.136,0.966,0.865,1.94,0,2.17,20.9,42.5,10.1,synthetic_wristband_dataset\train\img_train_0110_var07.png
img_train_0110_var08,CHEM-TR-0110,train,510.15,150,132,108,cool_bright_light,1.134,0.915,0.991,1.114,0.54,0,-2.36,33.6,50.4,19.4,synthetic_wristband_dataset\train\img_train_0110_var08.png
img_train_0110_var09,CHEM-TR-0110,train,510.15,150,132,108,high_sensor_noise,0.896,1.003,0.986,0.984,2.82,0,0.04,26.2,31.1,16.9,synthetic_wristband_dataset\train\img_train_0110_var09.png
img_train_0110_var10,CHEM-TR-0110,train,510.15,150,132,108,mild_angle_shift,1.048,1.043,0.974,0.972,0.93,0,2.79,34.1,51.9,24.1,synthetic_wristband_dataset\train\img_train_0110_var10.png
img_train_0111_var01,CHEM-TR-0111,train,1095.1,92,73,53,neutral_daylight,0.977,0.981,1.008,1.007,0.66,0,-0.01,26.7,40.7,32.7,synthetic_wristband_dataset\train\img_train_0111_var01.png
img_train_0111_var02,CHEM-TR-0111,train,1095.1,92,73,53,warm_tungsten,0.918,1.176,0.948,0.804,0.82,0,1.32,30.4,33.5,6.3,synthetic_wristband_dataset\train\img_train_0111_var02.png
img_train_0111_var03,CHEM-TR-0111,train,1095.1,92,73,53,cool_fluorescent,1.035,0.877,0.998,1.148,0.61,0,-1.64,34.6,47.9,27.1,synthetic_wristband_dataset\train\img_train_0111_var03.png
img_train_0111_var04,CHEM-TR-0111,train,1095.1,92,73,53,bright_diffuse,1.194,1.036,1.036,1.029,0.49,0,0.53,25.0,31.8,7.4,synthetic_wristband_dataset\train\img_train_0111_var04.png
img_train_0111_var05,CHEM-TR-0111,train,1095.1,92,73,53,dim_underexposed,0.744,0.957,0.934,0.934,2.25,0,-0.85,24.7,62.3,5.8,synthetic_wristband_dataset\train\img_train_0111_var05.png
img_train_0111_var06,CHEM-TR-0111,train,1095.1,92,73,53,mild_camera_blur,0.997,1.016,1.002,0.997,1.32,3,0.2,19.4,77.2,15.9,synthetic_wristband_dataset\train\img_train_0111_var06.png
img_train_0111_var07,CHEM-TR-0111,train,1095.1,92,73,53,warm_dim_light,0.779,1.161,0.981,0.833,1.87,0,1.96,30.3,73.3,15.4,synthetic_wristband_dataset\train\img_train_0111_var07.png
img_train_0111_var08,CHEM-TR-0111,train,1095.1,92,73,53,cool_bright_light,1.15,0.928,0.971,1.113,0.52,0,-2.48,21.4,79.0,33.7,synthetic_wristband_dataset\train\img_train_0111_var08.png
img_train_0111_var09,CHEM-TR-0111,train,1095.1,92,73,53,high_sensor_noise,0.879,1.007,0.992,0.989,2.99,0,0.14,33.1,61.9,15.6,synthetic_wristband_dataset\train\img_train_0111_var09.png
img_train_0111_var10,CHEM-TR-0111,train,1095.1,92,73,53,mild_angle_shift,1.009,1.06,0.975,0.961,1.19,0,2.69,29.3,61.6,25.2,synthetic_wristband_dataset\train\img_train_0111_var10.png
img_train_0112_var01,CHEM-TR-0112,train,101.89,221,212,191,neutral_daylight,1.026,1.015,0.988,1.002,0.52,0,-0.29,24.3,34.7,32.5,synthetic_wristband_dataset\train\img_train_0112_var01.png
img_train_0112_var02,CHEM-TR-0112,train,101.89,221,212,191,warm_tungsten,0.941,1.17,0.947,0.804,0.99,0,1.29,30.8,58.9,23.2,synthetic_wristband_dataset\train\img_train_0112_var02.png
img_train_0112_var03,CHEM-TR-0112,train,101.89,221,212,191,cool_fluorescent,1.068,0.886,0.998,1.133,0.78,0,-1.3,19.2,75.4,22.7,synthetic_wristband_dataset\train\img_train_0112_var03.png
img_train_0112_var04,CHEM-TR-0112,train,101.89,221,212,191,bright_diffuse,1.231,1.0,1.006,1.015,0.47,0,0.7,28.2,71.0,18.6,synthetic_wristband_dataset\train\img_train_0112_var04.png
img_train_0112_var05,CHEM-TR-0112,train,101.89,221,212,191,dim_underexposed,0.695,0.959,0.936,0.942,2.03,0,-0.56,33.2,59.9,30.8,synthetic_wristband_dataset\train\img_train_0112_var05.png
img_train_0112_var06,CHEM-TR-0112,train,101.89,221,212,191,mild_camera_blur,1.022,0.986,0.981,0.992,1.05,3,-0.1,33.8,69.3,13.9,synthetic_wristband_dataset\train\img_train_0112_var06.png
img_train_0112_var07,CHEM-TR-0112,train,101.89,221,212,191,warm_dim_light,0.796,1.155,0.986,0.846,1.63,0,2.15,24.1,55.3,35.6,synthetic_wristband_dataset\train\img_train_0112_var07.png
img_train_0112_var08,CHEM-TR-0112,train,101.89,221,212,191,cool_bright_light,1.176,0.907,0.971,1.097,0.62,0,-2.28,20.4,78.5,9.4,synthetic_wristband_dataset\train\img_train_0112_var08.png
img_train_0112_var09,CHEM-TR-0112,train,101.89,221,212,191,high_sensor_noise,0.928,0.992,1.019,0.983,2.89,0,0.6,30.9,33.3,29.6,synthetic_wristband_dataset\train\img_train_0112_var09.png
img_train_0112_var10,CHEM-TR-0112,train,101.89,221,212,191,mild_angle_shift,1.036,1.026,0.975,0.966,1.13,0,2.94,25.9,35.6,10.7,synthetic_wristband_dataset\train\img_train_0112_var10.png
img_train_0113_var01,CHEM-TR-0113,train,117.65,217,208,187,neutral_daylight,0.971,0.981,1.001,0.99,0.5,0,0.02,22.2,50.7,26.7,synthetic_wristband_dataset\train\img_train_0113_var01.png
img_train_0113_var02,CHEM-TR-0113,train,117.65,217,208,187,warm_tungsten,0.902,1.162,0.979,0.81,1.17,0,1.19,23.3,78.5,10.4,synthetic_wristband_dataset\train\img_train_0113_var02.png
img_train_0113_var03,CHEM-TR-0113,train,117.65,217,208,187,cool_fluorescent,1.028,0.884,0.968,1.146,1.0,0,-1.62,31.2,31.5,19.3,synthetic_wristband_dataset\train\img_train_0113_var03.png
img_train_0113_var04,CHEM-TR-0113,train,117.65,217,208,187,bright_diffuse,1.246,1.034,1.01,1.005,0.15,0,0.55,28.2,63.6,17.8,synthetic_wristband_dataset\train\img_train_0113_var04.png
img_train_0113_var05,CHEM-TR-0113,train,117.65,217,208,187,dim_underexposed,0.715,0.938,0.946,0.956,2.17,0,-0.53,23.6,38.7,6.0,synthetic_wristband_dataset\train\img_train_0113_var05.png
img_train_0113_var06,CHEM-TR-0113,train,117.65,217,208,187,mild_camera_blur,0.985,0.994,0.991,0.983,1.15,3,0.04,28.8,35.2,26.0,synthetic_wristband_dataset\train\img_train_0113_var06.png
img_train_0113_var07,CHEM-TR-0113,train,117.65,217,208,187,warm_dim_light,0.822,1.143,0.979,0.86,1.86,0,2.27,22.5,48.1,36.9,synthetic_wristband_dataset\train\img_train_0113_var07.png
img_train_0113_var08,CHEM-TR-0113,train,117.65,217,208,187,cool_bright_light,1.157,0.915,0.993,1.086,0.53,0,-1.91,31.9,65.1,34.9,synthetic_wristband_dataset\train\img_train_0113_var08.png
